tasa_aprobacion_pct,total_otorgado,monto_cuotas,total_cobrado,tasa_cobranza_pct,monto_pendiente_cobro,pct_en_mora
59.57446808510638,745947521.11,1017659654.36,712687794.6700001,70.03203788384488,304971859.68999994,3.360132159933272
