Fecha de vencimiento,Estado de mora,Cuota - Monto,Cuota - Saldo
2027-10-10,Normal,666662.0,666662.0
2027-10-10,Normal,203702.69,203702.69
2027-10-10,Normal,333331.01,333331.01
2027-10-10,Normal,212287.84,212287.84
2027-10-13,Normal,373625.78,373625.78
2027-11-10,Normal,333331.01,333331.01
2027-11-10,Normal,651848.62,651848.62
2027-11-10,Normal,651848.62,651848.62
2027-11-10,Normal,562160.11,562160.11
2027-11-10,Normal,407405.38,407405.38
2027-11-10,Normal,212287.84,212287.84
2027-11-10,Normal,352378.51,352378.51
2027-11-10,Normal,181705.54,181705.54
2027-11-10,Normal,301129.93,301129.93
2027-11-10,Normal,523805.87,523805.87
2027-11-10,Normal,272558.3,272558.3
2027-11-10,Normal,181705.54,181705.54
2027-11-13,Normal,373625.78,373625.78
2027-12-10,Normal,651848.61,651848.61
2027-12-10,Normal,407405.39,407405.39
2027-12-10,Normal,333331.01,333331.01
2027-12-10,Normal,562160.11,562160.11
2027-12-10,Normal,212287.83,212287.83
2027-12-10,Normal,301129.94,301129.94
2027-12-10,Normal,523805.88,523805.88
2027-12-10,Normal,651848.61,651848.61
2027-12-13,Normal,373625.78,373625.78
2028-01-10,Normal,301129.94,301129.94
2028-01-10,Normal,651848.62,651848.62
2028-01-10,Normal,212287.84,212287.84
2028-01-10,Normal,407405.38,407405.38
2028-01-10,Normal,562160.11,562160.11
2028-01-10,Normal,651848.61,651848.61
2028-01-10,Normal,333331.02,333331.02
2028-01-13,Normal,373625.78,373625.78
2028-02-10,Normal,212287.83,212287.83
2028-02-10,Normal,301129.94,301129.94
2028-02-10,Normal,651848.62,651848.62
2028-02-10,Normal,562160.12,562160.12
2028-02-10,Normal,651848.61,651848.61
2028-02-10,Normal,407405.38,407405.38
2028-02-13,Normal,373625.78,373625.78
2028-03-10,Normal,407405.39,407405.39
2028-03-10,Normal,212287.84,212287.84
2028-03-10,Normal,301129.94,301129.94
2028-03-10,Normal,562160.11,562160.11
2028-03-10,Normal,651848.61,651848.61
2028-03-10,Normal,651848.62,651848.62
2028-03-13,Normal,373625.78,373625.78
2028-04-10,Normal,212287.84,212287.84
2028-04-10,Normal,301129.93,301129.93
2028-04-10,Normal,562160.11,562160.11
2028-04-10,Normal,407405.38,407405.38
2028-04-10,Normal,651848.61,651848.61
2028-04-10,Normal,651848.61,651848.61
2028-04-13,Normal,373625.78,373625.78
2028-05-10,Normal,562160.11,562160.11
2028-05-10,Normal,407405.38,407405.38
2028-05-10,Normal,651848.61,651848.61
2028-05-10,Normal,212287.84,212287.84
2028-05-10,Normal,301129.94,301129.94
2028-05-13,Normal,373625.78,373625.78
2028-06-10,Normal,651848.61,651848.61
2028-06-10,Normal,212287.85,212287.85
2028-06-10,Normal,301129.94,301129.94
2028-06-10,Normal,407405.39,407405.39
2028-06-10,Normal,562160.12,562160.12
2028-06-13,Normal,373625.78,373625.78
2028-07-10,Normal,651848.61,651848.61
2028-07-10,Normal,407405.39,407405.39
2028-07-10,Normal,562160.12,562160.12
2028-07-13,Normal,373625.78,373625.78
2028-08-10,Normal,407405.37,407405.37
2028-08-10,Normal,651848.61,651848.61
2028-08-10,Normal,562160.11,562160.11
2028-09-10,Normal,562160.12,562160.12
2028-10-10,Normal,562160.12,562160.12
2028-11-10,Normal,562160.11,562160.11
2028-12-10,Normal,562160.11,562160.11
2029-01-10,Normal,562160.11,562160.11
2029-02-10,Normal,562160.11,562160.11
2029-03-10,Normal,562160.12,562160.12
2029-04-10,Normal,562160.12,562160.12
2029-05-10,Normal,562160.12,562160.12
2029-06-10,Normal,562160.12,562160.12
2029-07-10,Normal,562160.12,562160.12
